account_id,year_month_won,upgraded_boolean,age_in_months,pre_upgrade_plan,post_upgrade_plan,upgrade_levels,num_agents,mrr_pre_upgrade,mrr_post_upgrade,mrr_delta,num_trig,num_automations,num_tags,num_macros,num_groups,num_orgs,num_fields,enabled_HC,enabled_redaction,enabled_insights,enabled_talk,enabled_widget,enabled_csat,enabled_hours,enabled_slas,enabled_HCcode,enabled_community,num_apps,num_tix_solved_last60d
1214998,201609,0,2,Professional,n/a,0,1,98,98,0,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
1215047,201610,0,1,Professional,n/a,0,3,49,49,0,7,1,15,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,3
1215063,201611,0,0,Professional,n/a,0,NULL,147,147,0,7,1,0,4,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
1215066,201610,0,1,Essential,n/a,0,1,20,20,0,7,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,1
1215069,201610,0,1,Team,n/a,0,NULL,50,50,0,7,1,0,4,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
1215088,201610,0,1,Team,n/a,0,7,38,38,0,7,1,2,4,2,1,0,1,0,NULL,0,0,0,0,0,0,1,0,0
1215099,201611,0,0,Essential,n/a,0,NULL,10.99,10.99,0,7,1,0,4,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
1215100,201610,0,1,Team,n/a,0,5,25,25,0,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,0
1215113,201610,0,1,Professional,n/a,0,5,118,118,0,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1
1215202,201610,0,1,Team,n/a,0,2,100,100,0,7,1,4,5,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,6
1215214,201611,0,0,Team,n/a,0,1,27.48,27.48,0,7,1,5,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,1,4
1215232,201609,0,2,Team,n/a,0,3,75,75,0,7,1,13,4,1,1,1,0,0,NULL,0,1,0,0,0,NULL,NULL,2,0
1215262,201610,0,1,Professional,n/a,0,3,177,177,0,7,1,4,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1
1215271,201610,0,1,Team,n/a,0,5,95,95,0,6,1,6,4,2,1,0,0,0,NULL,0,0,0,0,0,0,1,0,17
1215320,201610,0,1,Essential,n/a,0,1,5,5,0,7,1,3,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,0,0
